"num" "sf" "shift" "freq" "LM" "MW" "C" "N" "P" "O" "cansmi" "envlab" "ref" "rho_vac" "rho_chcl3" "rho_dmso" "rho_h2o" "rho_tol" "rho_acn" "rho_kt3" "rho_r2s" "delta_vac" "delta_chcl3" "delta_dmso" "delta_h2o" "delta_tol" "delta_acn" "delta_kt3" "delta_r2s" "delta_ens_bol" "delta_ens_min" "delta_ens_max"
"59" "Lan1-CMP112" "C3H9O3P" 34.3 NA "D2O" 124.075521 3 0 1 3 "CCC(P(O)O)O" "O1O1C1" "David, T., Kreckova, P., Kotek, J., Kubicek, V., Lukes, I.: Heteroatom Chem. 23 (2012) 195." 76.124 82.301 83.905 83.889 80.525 83.85 126.6 168.834 187.309 180.046 178.273 178.256 182.098 178.334 179.985 173.811 156.776781355357 131.968381 190.828095
"60" "Lan1-CMP113" "C3H9O3P" 32.5 NA "CDCl3" 124.075521 3 0 1 3 "CCOP(=O)(O)C" "C1O1O2O1" "Barucki, H., Black, R.M., Kinnear, K.I., Holden, I., Read, R.W., Timperley, C.M.: Phosphorus, Sulfur Silicon Relat. Elem. 178 (2003) 2279." 236.244 231.318 230.759 230.849 232.736 230.603 279.239 307.718 27.189 31.029 31.419 31.296 29.887 31.581 27.346 34.927 25.7679312061277 16.977732 27.758038
"61" "Lan1-CMP114" "C3H9O3P" 32.1 NA "CDCl3" 124.075521 3 0 1 3 "COP(=O)(OC)C" "O2C1O1O1" "Kiddle, J.J., Gurley, A.F.: Phosphorus, Sulfur Silicon Relat. Elem. 160 (2000) 195." 238.63 232.498 230.527 230.54 234.531 230.598 281.33 309.594 24.803 29.849 31.651 31.605 28.092 31.586 25.255 33.051 24.5789501831783 16.538434 25.485117
"62" "Lan1-CMP115" "C3H9O3P" 34.11 NA "CDCl3" 124.075521 3 0 1 3 "CCOP(=O)(O)C" "O2C1O1O1" "Pienaar, A., Erasmus, C.M., Wentzel, M., Cowley, E.H.: Phosphorus, Sulfur Silicon Relat. Elem. 148 (1999) 149." 238.983 233.845 232.374 232.418 235.567 232.423 282.145 310.474 24.45 28.502 29.804 29.727 27.056 29.761 24.44 32.171 26.7293973028838 16.963132 27.405672
"63" "Lan1-CMP116" "C3H9O4P" 28.3 NA "CDCl3" 140.074921 3 0 1 4 "OCP(=O)(OC)OC" "C1O2O1O1" "Jeanmaire, T., Hervaud, Y., Boutevin, B.: Phosphorus, Sulfur Silicon Relat. Elem. 177 (2002) 1137." 246.655 241.705 239.933 239.94 243.35 239.995 288.674 316.717 16.778 20.642 22.245 22.205 19.273 22.189 17.911 25.928 20.4439783604741 6.441666 25.566561
"64" "Lan1-CMP117" "C3H10NO2P" 20.5 NA "D2O" 123.090761 3 1 1 2 "CCC(P(=O)O)N" "C1H1O2O1" "Hudson, H.R., Ismail, F., Planka, M.: Phosphorus, Sulfur Silicon Relat. Elem. 173 (2001) 143." NA NA NA NA NA NA 284.133 311.138 NA NA NA NA NA NA 22.452 31.507 NA NA NA
"65" "Lan1-CMP118" "C3H10NO3P" 14.6 NA "D2O" 139.090161 3 1 1 3 "CCC(P(=O)(O)O)N" "C1O1O2O1" "Hudson, H.R., Ismail, F., Planka, M.: Phosphorus, Sulfur Silicon Relat. Elem. 173 (2001) 143." 244.438 237.204 234.45 234.479 239.647 234.542 287.353 315.344 18.995 25.143 27.728 27.666 22.976 27.642 19.232 27.301 24.6803312323978 12.206804 32.840763
"66" "Lan1-CMP122" "C3H13BNP" -215.5 NA "C6D6" 104.926781 3 1 1 0 "P[BH2-][N+](C)(C)C" "B1H1H1" "Schwan, K.-C., Timoskin, A.Y., Zabel, M., Scheer, M.: Chem. Eur. J. 12 (2006) 4900." 503.262 505.225 505.521 505.396 504.762 505.512 534.636 575.503 -239.829 -242.878 -243.343 -243.251 -242.139 -243.328 -228.051 -232.858 NA NA NA
"67" "Lan1-CMP123" "C4H4Na3O6P" 26.48 NA "D2O" 248.014031 4 0 1 6 "[Na]OC(=O)CC(P(=O)O[Na])C(=O)O[Na]" "C1O1H1O2" "Prishchenko, A.A., Livantsov, M.V., Novikova, O.P., Livantsova, L.I., Petrosyan, V.S.: Heteroatom Chem. 19 (2008) 418." NA NA NA NA NA NA 292.714 321.578 NA NA NA NA NA NA 13.871 21.067 NA NA NA
"68" "Lan1-CMP126" "C4H6F5P" -26.5 NA NA 180.056217 4 0 1 0 "CP(C(C(F)(F)F)(F)F)C" "C1C1C1" "Phelps, J.E., Frawley, S.B., Peters, R.G.: Heteroatom Chem. 20 (2009) 393." 280.491 272.457 270.009 270.042 274.949 270.095 331.789 369.936 -17.058 -10.11 -7.83100000000002 -7.89699999999999 -12.326 -7.911 -25.204 -27.291 -16.6978147745982 -17.514646 -15.440847
"69" "Lan1-CMP127" "C4H6NaO4P" 24.13 NA "D2O" 172.051571 4 0 1 4 "[Na]OP(=O)C1COC(=O)C1" "H1O2O1C1" "Prishchenko, A.A., Livantsov, M.V., Novikova, O.P., Livantsova, L.I., Petrosyan, V.S.: Heteroatom Chem. 19 (2008) 418." 245.783 244.426 243.999 244.007 244.853 244.014 290.043 318.295 17.65 17.921 18.179 18.138 17.77 18.17 16.542 24.35 21.2483264425166 14.929975 29.771949
"70" "Lan1-CMP129" "C4H8ClO2P" 168.2 NA "toluene" 154.531881 4 0 1 2 "C[C@@H]1OP(O[C@@H]1C)Cl" "Cl1O1O1" "Hommer, H., Cuevas, G., Gordillo, B.: Phosphorus, Sulfur Silicon Relat. Elem. 183 (2008) 2221." 62.35 61.781 60.887 60.826 62.239 60.927 114.491 152.95 201.083 200.566 201.291 201.319 200.384 201.257 192.094 189.695 201.453252933739 200.710702 204.234346
"71" "Lan1-CMP130" "C4H8ClO2P" 27.4 NA "CDCl3" 154.531881 4 0 1 2 "CCOP(=O)(C=C)Cl" "C1O1Cl1O2" "Okucu, S., Fischer, R., Thönnessen, H., Fild, M., Jones, P.G., Schmutzler, R.: Phosphorus, Sulfur Silicon Relat. Elem. 174 (2001) 49." 238.366 231.927 230.037 230.06 233.926 230.106 284.968 314.029 25.067 30.42 32.141 32.085 28.697 32.078 21.617 28.616 28.4857430330082 18.561962 32.673474
"72" "Lan1-CMP131" "C4H8FO2P" 16 NA NA 138.0772842 4 0 1 2 "CCOP(=O)(C=C)F" "C1O1F1O2" "Okucu, S., Fischer, R., Thönnessen, H., Fild, M., Jones, P.G., Schmutzler, R.: Phosphorus, Sulfur Silicon Relat. Elem. 174 (2001) 49." NA 252.244 250.562 250.571 253.924 250.622 298.831 327.213 NA 10.103 11.616 11.574 8.69899999999998 11.562 7.75399999999996 15.432 10.351237777197 -0.756727000000012 12.041044
"73" "Lan1-CMP132" "C4H8NO2PS2" 88.9 NA "CDCl3" 197.215581 4 1 1 2 "CC(=O)NP1(=S)OCCS1" "N1S2S1O1" "Baraniak, J., Kaczmarek, R., Wasilewska, E., Korczynski, D., Stec, W.J.: Tetrahedron Lett. 45 (2004) 4269." 167.238 154.388 151.289 151.409 158.236 151.402 230.524 260.893 96.195 107.959 110.889 110.736 104.387 110.782 76.061 81.752 100.367049165185 84.981699 100.556401
"74" "Lan1-CMP133" "C4H8NO3PS" 41.3 NA "CDCl3" 181.149981 4 1 1 3 "CC(=O)NP1(=O)OCCS1" "N1O2S1O1" "Baraniak, J., Kaczmarek, R., Wasilewska, E., Korczynski, D., Stec, W.J.: Tetrahedron Lett. 45 (2004) 4269." 234.388 223.683 220.072 220.165 227.183 220.203 283.436 310.73 29.045 38.664 42.106 41.98 35.44 41.981 23.149 31.915 35.7916873426633 23.623992 36.16167
"75" "Lan1-CMP134" "C4H8N3O4PS--" 47.35 NA "D2O" 225.162781 4 3 1 4 "NC(=O)CC(C(=O)N)NP(=O)([S-])[O-]" "N1S1O2O1" "Baraniak, J., Kaczmarek, R., Korczynski, D., Wasilewska, E.: J. Org. Chem. 67 (2002) 7267." 277.073 216.534 212.516 212.409 NA 212.648 317.441 346.524 -13.64 45.813 49.662 49.736 NA 49.536 -10.856 -3.87900000000002 -19.3832944298218 -34.098466 -10.878058
"76" "Lan1-CMP135" "C4H8NaO3P" 24.93 NA "DMSO-d6" 158.068051 4 0 1 3 "C/C=C\C(P(=O)O[Na])O" "O2H1O1C1" "Prishchenko, A.A., Livantsov, M.V., Novikova, O.P., Livantsova, L.I., Petrosyan, V.S.: Heteroatom Chem. 19 (2008) 352." 242.138 241.233 240.899 240.913 241.522 240.911 287.053 314.512 21.295 21.114 21.279 21.232 21.101 21.273 19.532 28.133 26.4077596970733 12.127908 34.658127
"77" "Lan1-CMP137" "C4H8O2P-" 148.7 NA "CDCl3" 119.078881 4 0 1 2 "CC1O[P-]OC1C" "O1O1" "Hommer, H., Gordillo, B.: Phosphorus, Sulfur Silicon Relat. Elem. 177 (2002) 465." NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"78" "Lan1-CMP138" "C4H8O2P-" 168.2 NA "CDCl3" 119.078881 4 0 1 2 "CC1O[P-]OC1C" "O1O1" "Hommer, H., Gordillo, B.: Phosphorus, Sulfur Silicon Relat. Elem. 177 (2002) 465." NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"79" "Lan1-CMP139" "C4H9ClNOP" 37.4 NA NA 153.547121 4 1 1 1 "C=CP(=O)(N(C)C)Cl" "N1Cl1O2C1" "Okucu, S., Fischer, R., Thönnessen, H., Fild, M., Jones, P.G., Schmutzler, R.: Phosphorus, Sulfur Silicon Relat. Elem. 174 (2001) 49." 231.207 222.168 219.273 219.257 225.058 219.378 280.445 308.632 32.226 40.179 42.905 42.888 37.565 42.806 26.14 34.013 33.4427610951514 32.133906 36.055498
"80" "Lan1-CMP140" "C4H9ClNPS" 84.03 NA NA 169.612721 4 1 1 0 "C=CP(=S)(N(C)C)Cl" "N1Cl1S2C1" "Okucu, S., Fischer, R., Thönnessen, H., Fild, M., Jones, P.G., Schmutzler, R.: Phosphorus, Sulfur Silicon Relat. Elem. 174 (2001) 49." 160.528 150.018 147.105 147.121 153.141 147.205 224.513 255.432 102.905 112.329 115.073 115.024 109.482 114.979 82.072 87.213 100.820501991131 100.00326 109.691145
"81" "Lan1-CMP141" "C4H9Cl2OP" 178.5 NA "CDCl3" 174.993421 4 0 1 1 "CCCCP(=O)(Cl)Cl" "Cl1Cl1O2C1" "Majewski, P.: Phosphorus, Sulfur Silicon Relat. Elem. 184 (2009) 942." 201.586 186.978 182.35 182.38 191.68 182.516 257.766 286.982 61.847 75.369 79.828 79.765 70.943 79.668 48.819 55.663 62.8297441173339 61.13987 66.866623
"82" "Lan1-CMP142" "C4H9FNOP" 25.4 NA NA 137.0925242 4 1 1 1 "C=CP(=O)(N(C)C)F" "N1F1O2C1" "Okucu, S., Fischer, R., Thönnessen, H., Fild, M., Jones, P.G., Schmutzler, R.: Phosphorus, Sulfur Silicon Relat. Elem. 174 (2001) 49." NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"83" "Lan1-CMP143" "C4H9O3PS2" -2.48 NA "CDCl3" 200.216221 4 0 1 3 "CSC(=S)P(=O)(OC)OC" "O1O1C1O2" "Sene, A., Masson, S., Vazeux, M.: Heteroatom Chem. 20 (2009) 164." NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"84" "Lan1-CMP144" "C4H9O4P" -0.95 NA "CDCl3" 152.085621 4 0 1 4 "COP(=O)(C(=O)C)OC" "O1O1C1O2" "Grun, A., Molnar, I.G., Bertok, B., Greiner, I., Keglevich, G.: Heteroatom Chem. 20 (2009) 350." 271.005 270.261 270.655 270.735 270.057 270.617 310.764 339.021 -7.572 -7.91400000000004 -8.47699999999998 -8.59000000000003 -7.43400000000003 -8.43299999999999 -4.17900000000003 3.62399999999997 -8.06864214472907 -31.564746 -7.42440700000003
"85" "Lan1-CMP145" "C4H9O4P" -2.1 NA "CDCl3" 152.085621 4 0 1 4 "COP(=O)(OC=C)OC" "O1O1O1O2" "Kumpulainen, H., Jarvinen, T., Saari, R., Lehtonen, M., Vepsalainen, J: J. Org. Chem. 70 (2005) 9056." 269.364 269.193 269.005 269.019 269.295 269.01 308.566 336.378 -5.93099999999998 -6.846 -6.827 -6.87400000000002 -6.67200000000003 -6.82599999999996 -1.98099999999999 6.267 -10.2566045074273 -28.334699 -6.04432300000002
"86" "Lan1-CMP147" "C4H11BBr2O3PS" 51.49 NA "CDCl3" 340.786101 4 0 1 3 "Br[B-]1(Br)O[P+](S1)(OCC)OCC" "O1O1O1S1" "Lewkowski, J., Mortier, J., Vaultier, M.: Phosphorus, Sulfur Silicon Relat. Elem. 162 (2000) 1." NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"87" "Lan1-CMP148" "C4H10BrO3P" -8.65 NA "D2O" 216.998161 4 0 1 3 "CCOP(=O)(OCC)Br" "O1O1Br1O2" "Kers, A., Stawinski, J., Dembkowski, L., Kraszewski, A.: Tetrahedron 53(1997) 1269." 252.477 247.339 245.918 245.971 249.278 245.967 299.798 328.632 10.956 15.008 16.26 16.174 13.345 16.217 6.78699999999998 14.013 16.3819970712547 11.411849 21.662687
"88" "Lan1-CMP149" "C4H10ClO2P" 39.2 NA "CDCl3" 156.547761 4 0 1 2 "CC(OP(=O)(Cl)C)C" "C1Cl1O1O2" "Pienaar, A., Modro, A.M., Modro, T.A.: Heteroatom Chem. 7 (1996) 177." NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"89" "Lan1-CMP150" "C4H10ClO2P" 47.3 NA "CDCl3" 156.547761 4 0 1 2 "CCOP(=O)(CC)Cl" "C1Cl1O1O2" "Pienaar, A., Modro, A.M., Modro, T.A.: Heteroatom Chem. 7 (1996) 177." 218.033 208.772 206.113 206.146 211.535 206.207 267.377 296.026 45.4 53.575 56.065 55.999 51.088 55.977 39.208 46.619 48.1734494989985 36.73084 50.344306
"90" "Lan1-CMP151" "C4H10ClO2P" 40.1 NA "CDCl3" 156.547761 4 0 1 2 "CC(OP(=O)(Cl)C)C" "C1Cl1O2O1" "Purnanand, Shakya, P.D., Saxena, S., Sharma, M., Lal, B.: Phosphorus, Sulfur Silicon Relat. Elem. 177 (2002) 1093." NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"91" "Lan1-CMP152" "C4H10ClO2P" 47.1 NA "CDCl3" 156.547761 4 0 1 2 "CCOP(=O)(CC)Cl" "C1Cl1O2O1" "Purnanand, Shakya, P.D., Saxena, S., Sharma, M., Lal, B.: Phosphorus, Sulfur Silicon Relat. Elem. 177 (2002) 1093." 218.033 208.772 206.113 206.146 211.535 206.207 262.391 291.302 45.4 53.575 56.065 55.999 51.088 55.977 44.194 51.343 48.1734494989985 36.73084 50.344306
"92" "Lan1-CMP153" "C4H10ClO3P" 4.14 NA "CDCl3" 172.547161 4 0 1 3 "CCOP(=O)(OCC)Cl" "O1O1Cl1O2" "Acharya, J., Gupta, A.K., Shakya, P.D., Kaushik, M.P.: Tetrahedron Lett. 46 (2005) 5293." 254.772 252.875 252.389 252.407 253.538 252.405 300.599 328.718 8.661 9.47199999999998 9.78899999999999 9.73799999999997 9.08499999999998 9.77900000000002 5.98599999999999 13.927 4.92299086279499 1.70317799999998 16.344078
"93" "Lan1-CMP154" "C4H10ClO4P" -0.7 NA "CDCl3" 188.546561 4 0 1 4 "COP(=O)(OC(Cl)C)OC" "O1O1O2O1" "Kumpulainen, H., Jarvinen, T., Saari, R., Lehtonen, M., Vepsalainen, J: J. Org. Chem. 70 (2005) 9056." 273.329 271.589 270.949 270.975 272.072 270.971 312.259 340.285 -9.89600000000002 -9.24200000000002 -8.77100000000002 -8.83000000000004 -9.44900000000001 -8.78699999999998 -5.67400000000004 2.35999999999996 -6.31447303734234 -16.763617 -4.003557
"94" "Lan1-CMP159" "C4H10NO3PS" 29.18 NA "CDCl3" 183.165861 4 1 1 3 "COP(=O)(NC(=O)C)SC" "S1O1O2N1" "Ghadimi, S., Mousavi, S.L., Rahnama, Z., Rahimi, M.: Phosphorus, Sulfur Silicon Relat. Elem. 185 (2010) 347." 243.797 237.798 235.71 235.786 239.742 235.788 292.445 320.771 19.636 24.549 26.468 26.359 22.881 26.396 14.14 21.874 23.3946910473647 10.7513 26.739669
"95" "Lan1-CMP160" "C4H10NO4P" 29.45 NA "D2O" 167.100261 4 1 1 4 "NCP(=O)(CCC(=O)O)O" "C1C1O1O2" "Prishchenko, A.A., Livantsov, M.V., Novikova, O.P., Livantsova, L.I., Petrosyan, V.S.: Heteroatom Chem. 21 (2010) 71." 234.053 228.705 227.074 227.089 230.329 227.152 279.34 308.116 29.38 33.642 35.104 35.056 32.294 35.032 27.245 34.529 32.2364968837473 21.011666 53.525445
"96" "Lan1-CMP161" "C4H10NO4P" 29.45 NA "D2O" 167.100261 4 1 1 4 "NCP(=O)(CCC(=O)O)O" "C1C1O2O1" "Prishchenko, A.A., Livantsov, M.V., Novikova, O.P., Livantsova, L.I., Petrosyan, V.S.: Heteroatom Chem. 19 (2008) 418." 234.053 228.705 227.074 227.089 230.329 227.152 279.986 307.526 29.38 33.642 35.104 35.056 32.294 35.032 26.599 35.119 32.2364968837473 21.011666 53.525445
"97" "Lan1-CMP162" "C4H10NO5P" 4.58 NA "CDCl3" 183.099661 4 1 1 5 "CN(CP(=O)(O)O)CC(=O)O" "C1O1O1O2" "Prishchenko, A.A., Livantsov, M.V., Novikova, O.P., Livantsova, L.I., Petrosyan, V.S.: Heteroatom Chem. 21 (2010) 438." 249.652 243.098 240.794 240.871 245.157 240.847 292.857 320.845 13.781 19.249 21.384 21.274 17.466 21.337 13.728 21.8 21.8345936671657 11.103375 25.704176
"98" "Lan1-CMP163" "C4H10NO6P" 15.42 NA "D2O" 199.099061 4 1 1 6 "O=C(N(O)C)COCP(=O)(O)O" "C1O1O1O2" "Haemers, T., Wiesner, J., Gießmann, D., Verbrugghen, T., Hillaert, U., Ortmann, R., Jomaa, H., Link, A., Schlitzer, M., Van Calenbergh, S.: Bioorg. Med. Chem. 16 (2008) 3361." 246.919 243.76 242.636 242.745 244.857 242.679 289.429 317.568 16.514 18.587 19.542 19.4 17.766 19.505 17.156 25.077 20.0071736035679 6.06801899999999 22.737029
"99" "Lan1-CMP168" "C4H11O2P" 59 NA "CDCl3" 122.102701 4 0 1 2 "CCP(=O)(OC)C" "C1C1O1O2" "Szelke, H., Balint, A., Kiraly, E., Ludanyi, K., Kovacs, J., Keglevich, G.: Heteroatom Chem. 16 (2005) 196." 221.605 210.845 207.373 207.302 214.35 207.499 267.125 295.393 41.828 51.502 54.805 54.843 48.273 54.685 39.46 47.252 43.0391372644027 35.210579 44.354773
"100" "Lan1-CMP169" "C4H11O2PS" 69.1 NA "CDCl3" 154.167701 4 0 1 2 "CCOP(=S)OCC" "O1H1O1S2" "Hudson, H.R., Jaszay, Z.M., Pianka, M.: Phosphorus, Sulfur Silicon Relat. Elem. 178 (2003) 1571." 192.864 186.383 184.913 184.925 188.208 184.961 247.2 277.912 70.569 75.964 77.265 77.22 74.415 77.223 59.385 64.733 73.6172999749091 65.083787 77.980734
"101" "Lan1-CMP170" "C4H11O3P" 33.07 NA "CDCl3" 138.102101 4 0 1 3 "CC(OP(=O)(O)C)C" "O1C1O1O2" "Crenshaw, M.D.: Phosphorus, Sulfur Silicon Relat. Elem. 179 (2004) 1509." 238.817 233.767 232.36 232.626 235.283 232.408 281.981 310.472 24.616 28.58 29.818 29.519 27.34 29.776 24.604 32.173 24.3681451166833 16.760787 25.7223
"102" "Lan1-CMP172" "C4H11O3P" 7.7 NA NA 138.102101 4 0 1 3 "CCOP(=O)OCC" "O1O1H1O2" "Kers, A., Dembkowski, L., Kraszewski, A., Stawinski, J.: Heteroatom Chem. 10 (1999) 492." 269.575 263.587 261.734 261.753 265.474 261.8 310.383 337.78 -6.142 -1.24000000000001 0.444000000000017 0.391999999999996 -2.851 0.384000000000015 -3.798 4.86500000000001 -3.02989100953204 -15.084804 0.790380999999968
"103" "Lan1-CMP173" "C4H11O3P" 32.8 NA "CDCl3" 138.102101 4 0 1 3 "CCCOP(=O)(O)C" "C1O1O1O2" "Barucki, H., Black, R.M., Kinnear, K.I., Holden, I., Read, R.W., Timperley, C.M.: Phosphorus, Sulfur Silicon Relat. Elem. 178 (2003) 2279." 244.106 237.134 234.743 234.772 239.545 234.83 286.579 314.942 19.327 25.213 27.435 27.373 23.078 27.354 20.006 27.703 26.2289719923435 17.200402 27.290981
"104" "Lan1-CMP174" "C4H11O3P" 33.8 NA "CDCl3" 138.102101 4 0 1 3 "CC(OP(=O)(O)C)C" "C1O1O1O2" "Barucki, H., Black, R.M., Kinnear, K.I., Holden, I., Read, R.W., Timperley, C.M.: Phosphorus, Sulfur Silicon Relat. Elem. 178 (2003) 2279." 238.596 234.056 232.695 232.727 235.214 232.745 281.687 310.163 24.837 28.291 29.483 29.418 27.409 29.439 24.898 32.482 24.4263430406267 16.761974 25.718911
"105" "Lan1-CMP175" "C4H11O3P" 38.57 NA "CD3COCD3" 138.102101 4 0 1 3 "CCP(=O)(OC)OC" "C1O1O1O2" "Boutevin, B., Hervaud, Y., Jeanmaire, T., Boulahna, A., Elasri, M.: Phosphorus, Sulfur Silicon Relat. Elem. 174 (2001) 1." 233.862 228.869 227.245 227.253 230.465 227.304 276.694 305.076 29.571 33.478 34.933 34.892 32.158 34.88 29.891 37.569 28.0400169001476 17.598163 29.582288
"106" "Lan1-CMP176" "C4H11O3P" 34.8 NA "CDCl3" 138.102101 4 0 1 3 "CCP(=O)(OC)OC" "C1O1O1O2" "Kiddle, J.J., Gurley, A.F.: Phosphorus, Sulfur Silicon Relat. Elem. 160 (2000) 195." 240.082 232.138 229.695 229.714 234.656 229.781 282.906 311.227 23.351 30.209 32.483 32.431 27.967 32.403 23.679 31.418 28.4537670164109 17.447196 29.714126
"107" "Lan1-CMP177" "C4H11O3P" 33.35 NA "CDCl3" 138.102101 4 0 1 3 "CC(OP(=O)(O)C)C" "C1O1O1O2" "Pienaar, A., Erasmus, C.M., Wentzel, M., Cowley, E.H.: Phosphorus, Sulfur Silicon Relat. Elem. 148 (1999) 149." 246.611 238.406 235.865 235.912 240.99 235.952 289.677 318.27 16.822 23.941 26.313 26.233 21.633 26.232 16.908 24.375 24.470757767358 14.14404 25.722361
"108" "Lan1-CMP178" "C4H11O3P" 37.17 NA "CDCl3" 138.102101 4 0 1 3 "CCOP(=O)(CC)O" "C1O1O1O2" "Pienaar, A., Erasmus, C.M., Wentzel, M., Cowley, E.H.: Phosphorus, Sulfur Silicon Relat. Elem. 148 (1999) 149." 250.301 238.009 233.997 234.011 241.959 234.144 293.033 321.498 13.132 24.338 28.181 28.134 20.664 28.04 13.552 21.147 30.1268003095797 22.236963 31.723985
"109" "Lan1-CMP179" "C4H11O3P" 32.63 NA "CDCl3" 138.102101 4 0 1 3 "CCCP(=O)(OC)O" "C1O1O1O2" "Pienaar, A., Erasmus, C.M., Wentzel, M., Cowley, E.H.: Phosphorus, Sulfur Silicon Relat. Elem. 148 (1999) 149." 232.62 228.953 227.866 227.903 230.25 227.906 276.036 304.502 30.813 33.394 34.312 34.242 32.373 34.278 30.549 38.143 29.7783202547885 22.880395 30.886388
"110" "Lan1-CMP180" "C4H11O3P" 39.22 NA "CDCl3" 138.102101 4 0 1 3 "COP(=O)(C(C)C)O" "C1O1O1O2" "Pienaar, A., Erasmus, C.M., Wentzel, M., Cowley, E.H.: Phosphorus, Sulfur Silicon Relat. Elem. 148 (1999) 149." 235.468 230.043 228.179 228.209 231.871 228.245 278.437 306.646 27.965 32.304 33.999 33.936 30.752 33.939 28.148 35.999 32.5242565612012 19.482655 34.607861
"111" "Lan1-CMP181" "C4H11O3P" 8.37 NA "D2O" 138.102101 4 0 1 3 "CCOP(=O)OCC" "O1H1O2O1" "Kers, A., Stawinski, J., Dembkowski, L., Kraszewski, A.: Tetrahedron 53(1997) 1269." 268.101 262.176 260.492 260.525 263.929 260.547 308.932 336.448 -4.66800000000001 0.170999999999992 1.68599999999998 1.62 -1.30599999999998 1.637 -2.34700000000004 6.197 -3.00680473780197 -14.600867 0.976519999999994
"112" "Lan1-CMP182" "C4H11O3PS" 101.3 NA "CDCl3" 170.167101 4 0 1 3 "COP(=S)(C(O)C)OC" "O1O1S2C1" "Trautmann, J., Suarez, A.I., Tongcharoensirikul, P., Muth, G.W., Thompson, C.M.: Phosphorus, Sulfur Silicon Relat. Elem. 177 (2002) 471." 160.764 159.369 159.186 159.219 159.719 159.189 217.127 249.093 102.669 102.978 102.992 102.926 102.904 102.995 89.458 93.552 111.53417375819 96.866464 119.1095
"113" "Lan1-CMP183" "C4H11O4P" 31.8 NA "CDCl3" 154.101501 4 0 1 4 "COCCOP(=O)(O)C" "C1O1O1O2" "Kumar, R., Gupta, A.K., Kaushik, M.P.: Phosphorus, Sulfur Silicon Relat. Elem. 185 (2010) 2064." 235.928 230.791 229.098 229.595 232.283 229.151 278.916 307.401 27.505 31.556 33.08 32.55 30.34 33.033 27.669 35.244 27.2368187636148 17.658397 30.363087
"114" "Lan1-CMP184" "C4H11O4P" 29.7 NA "CD3Cl3" 154.101501 4 0 1 4 "OCCP(=O)(OC)OC" "C1O1O1O2" "Boutevin, B., Hervaud, Y., Jeanmaire, T., Boulahna, A., Elasri, M.: Phosphorus, Sulfur Silicon Relat. Elem. 174 (2001) 1." 242.732 238.012 236.459 236.472 239.573 236.514 285.75 314.325 20.701 24.335 25.719 25.673 23.05 25.67 20.835 28.32 29.3057490688637 21.618636 30.751799
"115" "Lan1-CMP185" "C4H11O5P" 7.2 NA "CDCl3" 170.100901 4 0 1 5 "COCOP(=O)OCOC" "O1O1H1O2" "Lin, W.O., Vieira, A.F., Cano, F.B., Souza Coutinho, E. de: Phosphorus, Sulfur Silicon Relat. Elem. 183 (2008) 1209." 270.901 262.075 258.243 258.263 265.782 258.379 311.855 338.521 -7.46800000000002 0.271999999999991 3.935 3.88200000000001 -3.15899999999999 3.80500000000001 -5.27000000000004 4.12399999999997 -2.60640061121437 -15.77702 0.139657
"116" "Lan1-CMP186" "C4H12NO2P" 35 NA "CH3OD" 137.117341 4 1 1 2 "CCC(P(=O)(O)C)N" "C1C1O1O2" "Hudson, H.R., Ismail, F., Planka, M.: Phosphorus, Sulfur Silicon Relat. Elem. 173 (2001) 143." 214.443 210.785 209.388 209.484 211.495 209.436 261.857 289.982 48.99 51.562 52.79 52.661 51.128 52.748 44.728 52.663 39.0034968199057 25.745282 52.658741
"117" "Lan1-CMP187" "C4H12NO3P" 19.63 NA "CDCl3" 153.116741 4 1 1 3 "CCOP(=O)(OCC)N" "N1O2O1O1" "Mielniczak, G., Lopusinski, A.: Heteroatom Chem. 14 (2003) 121." 264.125 259.108 257.037 257.028 260.811 257.114 305.057 332.941 -0.692000000000007 3.23899999999998 5.14100000000002 5.11699999999996 1.81200000000001 5.07000000000005 1.52799999999996 9.70400000000001 3.00118610123187 0.933034000000021 5.27855899999997
"118" "Lan1-CMP188" "C4H12NO3P" 21.2 NA "CDCl3" 153.116741 4 1 1 3 "NC(P(=O)(O)O)C(C)C" "C1O2O1O1" "Kumara Swamy, K.C., Kumaraswamy, S., Senthil Kumar, K., Muthiah, C.: Tetrahedron Lett. 46 (2005) 3347." 235.498 233.864 233.122 233.189 234.381 233.136 278.983 307.846 27.935 28.483 29.056 28.956 28.242 29.048 27.602 34.799 23.350464337003 12.088763 33.254345
